AÑO;CÓDIGO_MUNICIPIO;MUNICIPIO;CÓDIGO_DEPARTAMENTO;DEPARTAMENTO;CÓDIGO_ETC;ETC;POBLACIÓN_5_16;TASA_MATRICULACIÓN_5_16;COBERTURA_NETA;COBERTURA_NETA_TRANSICIÓN;COBERTURA_NETA_PRIMARIA;COBERTURA_NETA_SECUNDARIA;COBERTURA_NETA_MEDIA;COBERTURA_BRUTA;COBERTURA_BRUTA_TRANSICIÓN;COBERTURA_BRUTA_PRIMARIA;COBERTURA_BRUTA_SECUNDARIA;COBERTURA_BRUTA_MEDIA;DESERCIÓN;DESERCIÓN_TRANSICIÓN;DESERCIÓN_PRIMARIA;DESERCIÓN_SECUNDARIA;DESERCIÓN_MEDIA;APROBACIÓN;APROBACIÓN_TRANSICIÓN;APROBACIÓN_PRIMARIA;APROBACIÓN_SECUNDARIA;APROBACIÓN_MEDIA;REPROBACIÓN;REPROBACIÓN_TRANSICIÓN;REPROBACIÓN_PRIMARIA;REPROBACIÓN_SECUNDARIA;REPROBACIÓN_MEDIA;REPITENCIA;REPITENCIA_TRANSICIÓN;REPITENCIA_PRIMARIA;REPITENCIA_SECUNDARIA;REPITENCIA_MEDIA
2024;63401;La Tebaida;63;Quindio;3803;Quindio (ETC);5876;83.68%;83.68%;62.03%;80.72%;71.06%;49.41%;92.67%;84.18%;96.4%;97.82%;77.67%;5.03%;3.26%;4.35%;7.03%;3.17%;87.4%;0%;88.34%;81.91%;93.02%;7.57%;0%;7.32%;11.07%;3.81%;8.65%;2.01%;10.29%;10.42%;2.22%
2024;63302;Génova;63;Quindio;3803;Quindio (ETC);1205;83.07%;83.07%;61.39%;78.37%;79.05%;42.71%;93.11%;76.24%;91.87%;108.73%;73.37%;5.14%;3.9%;3.6%;8.09%;2.36%;90.41%;0%;93.71%;84.07%;94.49%;4.46%;0%;2.7%;7.83%;3.15%;11.43%;1.3%;7.64%;20.63%;3.15%
2024;63272;Filandia;63;Quindio;3803;Quindio (ETC);1867;86.72%;86.72%;55.56%;77.11%;80.59%;66.35%;96.46%;84.03%;89.47%;104.23%;103.49%;3.95%;2.48%;3.55%;3.99%;5.47%;88.76%;0.83%;91.86%;83.06%;90.15%;7.29%;0.83%;4.59%;12.96%;4.38%;7.59%;1.65%;6.8%;10.63%;5.47%
2024;63212;Córdoba;63;Quindio;3803;Quindio (ETC);984;83.13%;83.13%;48.28%;82.82%;72.15%;49.36%;92.17%;66.67%;97.88%;95.57%;83.97%;3.47%;3.45%;3.18%;4.21%;2.78%;88.76%;0%;93.89%;80.08%;86.11%;7.78%;0%;2.93%;15.71%;11.11%;7.89%;3.45%;6.11%;12.64%;5.56%
2024;63190;Circasia;63;Quindio;3803;Quindio (ETC);4350;81.66%;81.63%;56.87%;76.44%;75.21%;48.83%;90.37%;77.47%;90.77%;96.88%;82.9%;3.45%;1.75%;3.57%;3.69%;3.29%;89.63%;0%;91.26%;84.41%;94.03%;6.92%;0%;5.17%;11.89%;2.67%;6.62%;0.44%;7.65%;8.37%;2.26%
2024;63130;Calarca;63;Quindio;3803;Quindio (ETC);11372;89%;88.97%;62.8%;86.1%;79.21%;53.37%;100.97%;84.84%;102.97%;108.79%;88.45%;4.54%;2.85%;3.85%;6.39%;2.94%;87.26%;0.28%;90.36%;80.08%;90.39%;8.2%;0.28%;5.79%;13.53%;6.67%;8.96%;0.85%;7.4%;13.8%;5.96%
2024;63111;Buenavista;63;Quindio;3803;Quindio (ETC);556;72.3%;72.3%;26.53%;67.38%;73.91%;50%;78.6%;53.06%;78.97%;89.67%;68.89%;3.04%;3.85%;4%;3.03%;0%;89.02%;0%;90.29%;83.64%;96.77%;7.94%;0%;5.71%;13.33%;3.23%;8.88%;3.85%;10.29%;11.52%;0%
2024;63001;Armenia;63;Quindio;3804;Armenia;43003;90.7%;90.62%;70.78%;91.87%;80.11%;55.99%;96.17%;84.37%;101.77%;98.77%;83.34%;5.02%;3.94%;4.23%;6.52%;4.38%;89.18%;0.04%;92.53%;83.41%;89.27%;5.8%;0.04%;3.23%;10.07%;6.35%;7.62%;1.53%;5.89%;11.99%;5.41%
2024;54874;Villa del Rosario;54;Norte de Santander;3801;Norte de Santander (ETC);21578;83.35%;83.21%;65.39%;82.44%;74.02%;42.34%;88.23%;90.15%;94.44%;91.89%;63.55%;5.68%;6.46%;5.36%;6.3%;4.52%;86.21%;0.45%;89.71%;79.93%;88.37%;8.11%;0.45%;4.93%;13.77%;7.11%;8.01%;1.61%;6.32%;12.6%;4.2%
2024;54871;Villa Caro;54;Norte de Santander;3801;Norte de Santander (ETC);1326;66.06%;66.06%;36.52%;63.65%;55.2%;35.47%;69.23%;46.96%;80.7%;68.59%;50.74%;1.63%;0%;1.72%;1.68%;1.94%;93.68%;0%;93.32%;91.58%;98.06%;4.68%;0%;4.96%;6.73%;0%;5.66%;0%;9.27%;2.02%;2.91%
2024;54820;Toledo;54;Norte de Santander;3801;Norte de Santander (ETC);3558;90.3%;90.28%;77.39%;87.94%;77.42%;50.86%;99.33%;97.53%;101.55%;101.16%;90.72%;1.92%;2.9%;1.46%;2.8%;0.65%;92.92%;0%;92.83%;90.46%;96.76%;5.17%;0%;5.71%;6.74%;2.59%;7.62%;0.36%;9.89%;8.32%;2.81%
2024;54810;Tibú;54;Norte de Santander;3801;Norte de Santander (ETC);15236;117.62%;117.58%;84.48%;121.36%;79.96%;43.77%;129.61%;122.54%;157.26%;111.88%;89.05%;6.15%;5.21%;5.96%;7.48%;4.11%;88.59%;0.76%;88.73%;85.5%;91.63%;5.26%;0.76%;5.31%;7.02%;4.26%;7.48%;2.05%;8.49%;8.64%;2.53%
2024;54800;Teorama;54;Norte de Santander;3801;Norte de Santander (ETC);4708;93.12%;93.03%;67.05%;93.64%;64.08%;35.71%;103.19%;86.5%;125.79%;92.64%;67.93%;2.34%;4.23%;1.83%;2.88%;2.02%;93.21%;0.26%;93.6%;92.04%;92.44%;4.45%;0.26%;4.57%;5.08%;5.54%;7.44%;11.9%;9.3%;4.55%;1.01%
2024;54743;Silos;54;Norte de Santander;3801;Norte de Santander (ETC);1378;79.25%;79.25%;53.54%;71.03%;76.2%;34.48%;85.85%;77.17%;86.42%;94.28%;71.43%;2.67%;1.02%;0.95%;5.37%;2.4%;91.73%;0%;95.45%;83.9%;96%;5.6%;0%;3.6%;10.73%;1.6%;8.79%;1.02%;9.09%;11.71%;4%
2024;54720;Sardinata;54;Norte de Santander;3801;Norte de Santander (ETC);6716;85.5%;85.5%;66.9%;90.69%;64.39%;28.86%;91.07%;95.86%;111.7%;82.76%;49.48%;5.27%;5.94%;4.35%;7.1%;3.9%;92.04%;0%;92.38%;90.55%;92.89%;2.69%;0%;3.26%;2.35%;3.21%;7.93%;0.9%;9.51%;7.62%;6.42%
2024;54680;Santiago;54;Norte de Santander;3801;Norte de Santander (ETC);752;65.16%;65.16%;43.86%;60%;52.51%;47.33%;72.34%;70.18%;71.8%;71.81%;75.57%;4.73%;5%;3.65%;5.11%;6.45%;92.05%;0%;91.78%;91.48%;92.47%;3.22%;0%;4.57%;3.41%;1.08%;6.63%;0%;9.59%;5.68%;4.3%
2024;54673;San Cayetano;54;Norte de Santander;3801;Norte de Santander (ETC);1640;90.55%;90.55%;61.81%;87.69%;69.23%;42.58%;100.61%;89.58%;111.6%;98.12%;81.64%;5.18%;7.75%;4.54%;6.51%;2.08%;86.18%;0%;86.9%;80.04%;96.53%;8.64%;0%;8.56%;13.45%;1.39%;8.5%;3.1%;7.13%;14.1%;2.78%
2024;54670;San Calixto;54;Norte de Santander;3801;Norte de Santander (ETC);3637;64.89%;64.86%;38.86%;66.21%;44.42%;15.19%;71.05%;62.05%;91.01%;63.83%;32.96%;4.23%;1.94%;3.15%;7.27%;2.81%;84.53%;0.97%;84.72%;78.47%;93.82%;11.24%;0.97%;12.12%;14.27%;3.37%;12.61%;3.4%;16.19%;10.09%;5.06%
2024;54660;Salazar;54;Norte de Santander;3801;Norte de Santander (ETC);2405;73.6%;73.56%;64.77%;69.8%;60.81%;42.48%;79.58%;82.39%;84.49%;78.26%;69.42%;3.71%;4.14%;2.9%;4.93%;3.1%;89.89%;0.69%;92.51%;86.17%;87.6%;6.4%;0.69%;4.59%;8.9%;9.3%;8.87%;2.07%;7.25%;13.04%;7.75%
2024;54599;Ragonvalia;54;Norte de Santander;3801;Norte de Santander (ETC);1181;84.17%;84.17%;61.05%;85.34%;76.07%;35.35%;89.33%;81.05%;98.37%;98.24%;53.03%;2.27%;3.9%;2.28%;2.31%;0.95%;95.17%;0%;95.03%;94.1%;99.05%;2.56%;0%;2.69%;3.59%;0%;5.78%;2.6%;3.93%;9.23%;3.81%
2024;54553;Puerto Santander;54;Norte de Santander;3801;Norte de Santander (ETC);2256;86.3%;86.17%;76.02%;87.6%;72.38%;33.52%;89.45%;86.22%;103.89%;88.98%;51.86%;5.43%;7.48%;3.21%;8.1%;5.52%;85.65%;0%;90.15%;77.22%;87.29%;8.92%;0%;6.64%;14.68%;7.18%;9.19%;0%;8.14%;11.93%;12.15%
2024;54520;Pamplonita;54;Norte de Santander;3801;Norte de Santander (ETC);1190;77.98%;77.98%;46.39%;72.87%;70.18%;54.5%;85.46%;67.01%;81.78%;91.98%;91.01%;1.94%;1.54%;1.21%;3.15%;1.32%;93.97%;3.08%;95.88%;90.26%;96.69%;4.09%;3.08%;2.91%;6.59%;1.99%;9.3%;4.62%;9.69%;11.17%;5.96%
2024;54518;Pamplona;54;Norte de Santander;3801;Norte de Santander (ETC);9675;81.04%;80.99%;63.57%;80.47%;72.71%;43.02%;91.06%;92.31%;92.31%;93.37%;83.82%;4.94%;5.08%;3.45%;7.02%;3.69%;83.77%;0.81%;90.88%;72.85%;86.71%;11.29%;0.81%;5.67%;20.14%;9.6%;10.39%;5.89%;8.29%;14.67%;7.49%
2024;54498;Ocaña;54;Norte de Santander;3801;Norte de Santander (ETC);25387;84.09%;84.06%;64.76%;83.55%;72.96%;44.77%;92.25%;86.95%;95.87%;94.69%;81.02%;4.22%;4.79%;3.35%;5.15%;4.35%;87.74%;0%;93.03%;80.62%;85.02%;8.03%;0%;3.62%;14.23%;10.63%;8.99%;2.39%;5.99%;14.15%;8.77%
2024;54480;Mutiscua;54;Norte de Santander;3801;Norte de Santander (ETC);901;72.92%;72.81%;53.95%;71.12%;62.75%;32.03%;78.02%;65.79%;86.1%;84.23%;52.29%;1.42%;0%;1.24%;1.2%;3.75%;86.89%;2.04%;91.3%;78.49%;88.75%;11.68%;2.04%;7.45%;20.32%;7.5%;8.25%;2%;4.35%;13.94%;10%
2024;54418;Lourdes;54;Norte de Santander;3801;Norte de Santander (ETC);947;63.46%;63.46%;46.34%;65.02%;53.87%;34.23%;68.43%;53.66%;74.14%;68.71%;60.4%;1.94%;6.82%;1%;2.6%;1.23%;91.59%;0%;93.36%;86.98%;95.06%;6.47%;0%;5.65%;10.42%;3.7%;6.96%;4.55%;3.99%;13.54%;3.7%
2024;54405;Los Patios;54;Norte de Santander;3801;Norte de Santander (ETC);18783;76.56%;76.53%;57.49%;77.05%;67.91%;48.74%;81.36%;72.94%;85.2%;83.53%;71.43%;3.63%;6.11%;3.75%;3.52%;2.39%;89.89%;0%;93.4%;84.26%;91.13%;6.48%;0%;2.85%;12.22%;6.49%;5.11%;1.56%;4.67%;7.33%;2.82%
2024;54398;La Playa;54;Norte de Santander;3801;Norte de Santander (ETC);1917;78.4%;78.4%;59.12%;73.84%;65.35%;34.75%;87.32%;81.76%;91.93%;92.28%;67.54%;1.74%;3.08%;1.06%;1.29%;4.89%;91.29%;0%;91.62%;89.09%;92.39%;6.97%;0%;7.31%;9.61%;2.72%;9.65%;1.54%;14.36%;7.95%;1.09%
2024;54385;La Esperanza;54;Norte de Santander;3801;Norte de Santander (ETC);3195;80.72%;80.72%;44.41%;79.27%;66.18%;36.86%;88.26%;76.92%;99.43%;84.59%;70.13%;5.49%;7.73%;5.22%;5.79%;4.19%;88.24%;0%;89.77%;84.01%;90.32%;6.28%;0%;5.01%;10.2%;5.48%;8.66%;4.55%;10.67%;8.81%;2.26%
2024;54377;Labateca;54;Norte de Santander;3801;Norte de Santander (ETC);1385;63.47%;63.39%;36.94%;63.9%;57.82%;44.3%;68.52%;48.65%;71.33%;69.16%;69.74%;0.76%;1.85%;0.73%;0.64%;0.73%;94.01%;0%;96.61%;90.45%;92.7%;5.23%;0%;2.66%;8.92%;6.57%;4.47%;5.56%;3.87%;6.69%;0.73%
2024;54347;Herrán;54;Norte de Santander;3801;Norte de Santander (ETC);1291;42.76%;42.76%;29.91%;41.95%;39.17%;28.79%;44.62%;39.32%;46.73%;45.74%;39.39%;2.6%;4.35%;3.79%;1.06%;1.28%;93.58%;0%;93.56%;95.74%;87.18%;3.82%;0%;2.65%;3.19%;11.54%;2.43%;0%;1.89%;4.79%;0%
2024;54344;Hacarí;54;Norte de Santander;3801;Norte de Santander (ETC);3078;79.86%;79.82%;62.86%;80.64%;50.46%;24.56%;92.37%;85.36%;116.93%;80.18%;50.22%;2.94%;2.51%;2.61%;3.4%;4.42%;94.89%;0%;95.4%;93.34%;93.37%;2.17%;0%;1.99%;3.26%;2.21%;5.31%;2.09%;6.52%;4.25%;3.87%
2024;54313;Gramalote;54;Norte de Santander;3801;Norte de Santander (ETC);1372;72.96%;72.96%;65.66%;67.41%;61.38%;51.57%;80.47%;82.83%;80.37%;77.04%;86.22%;2.08%;8.54%;2.53%;0.56%;1.08%;95.27%;0%;93.78%;96.07%;98.92%;2.65%;0%;3.69%;3.37%;0%;5.01%;0%;7.83%;4.49%;1.61%
2024;54261;El Zulia;54;Norte de Santander;3801;Norte de Santander (ETC);6492;91.74%;91.74%;65.77%;92.31%;77.05%;45.41%;97.2%;99.28%;109.17%;94.04%;70.53%;5.79%;7.79%;5.8%;6.2%;3.26%;87.41%;0%;90.4%;81.29%;89.66%;6.8%;0%;3.8%;12.51%;7.08%;10%;2.66%;9.27%;15.2%;3.4%
2024;54250;El Tarra;54;Norte de Santander;3801;Norte de Santander (ETC);6213;101.5%;101.48%;81.26%;102.24%;69.35%;37.1%;111.99%;116.52%;130.48%;101.18%;75.64%;5.16%;4.68%;5.23%;5.22%;5.1%;87.23%;0.73%;87.98%;82.1%;89.98%;7.61%;0.73%;6.78%;12.69%;4.92%;8.27%;7.89%;8.61%;8.4%;6.15%
2024;54245;El Carmen;54;Norte de Santander;3801;Norte de Santander (ETC);3480;78.59%;78.53%;62.58%;83%;48.71%;22.96%;88.82%;95.81%;111.13%;72.36%;55.6%;4.63%;2.02%;3.44%;8.84%;2.44%;84.28%;0.34%;86.95%;73.23%;82.93%;11.09%;0.34%;9.61%;17.94%;14.63%;10.4%;1.68%;12.04%;11.78%;3.05%
2024;54239;Durania;54;Norte de Santander;3801;Norte de Santander (ETC);904;89.71%;89.71%;55.56%;86.21%;72.88%;45.64%;98.45%;104.17%;102.65%;99.67%;82.55%;4.95%;2.67%;4.91%;7.19%;0.88%;88.13%;0%;93.54%;75%;97.37%;6.91%;0%;1.55%;17.81%;1.75%;5.53%;1.33%;5.68%;7.53%;2.63%
2024;54223;Cucutilla;54;Norte de Santander;3801;Norte de Santander (ETC);1768;64.54%;64.54%;47.33%;66.29%;55.23%;37.1%;70.81%;68.7%;76.64%;69.28%;61.29%;1.07%;4.44%;0.73%;1.25%;0%;94.9%;0%;96.35%;92.02%;96.59%;4.03%;0%;2.92%;6.73%;3.41%;4.03%;6.67%;3.83%;4.74%;1.7%
2024;54206;Convención;54;Norte de Santander;3801;Norte de Santander (ETC);5037;84.83%;84.81%;56.45%;84.57%;63.5%;34.31%;98.59%;91.24%;113.22%;88.68%;83.23%;3.97%;3.79%;2.88%;5.57%;4.94%;90.36%;1.26%;92.13%;86.65%;88.54%;5.67%;1.26%;4.99%;7.78%;6.52%;10.59%;3.54%;9.69%;14.99%;7.85%
2024;54174;Chitagá;54;Norte de Santander;3801;Norte de Santander (ETC);2738;70.05%;70.05%;54.22%;66.46%;65.02%;36.67%;73.92%;70.67%;78.37%;76.97%;58%;2.04%;3.77%;1.11%;2.15%;4.03%;89.84%;0%;89.91%;88.84%;88.31%;8.12%;0%;8.98%;9.01%;7.66%;9.91%;1.89%;13.75%;7.15%;8.87%
2024;54172;Chinácota;54;Norte de Santander;3801;Norte de Santander (ETC);3609;87.39%;87.36%;60.49%;85.7%;70.9%;50.83%;95.57%;89.86%;98.87%;95.16%;90.83%;3.52%;6.33%;3.23%;3.41%;3.24%;91.29%;0%;94.33%;87.78%;89.47%;5.19%;0%;2.44%;8.81%;7.29%;8.34%;0.84%;6.1%;14.02%;5.47%
2024;54128;Cachirá;54;Norte de Santander;3801;Norte de Santander (ETC);2701;59.46%;59.46%;44.23%;61.76%;46.04%;30.66%;64.01%;63.46%;73.8%;58.35%;51.26%;3.47%;6.82%;3.26%;3.12%;3.14%;91.2%;0.76%;95.77%;85.87%;86.55%;5.32%;0.76%;0.97%;11.01%;10.31%;8.91%;6.06%;6.76%;12.66%;9.38%
2024;54125;Cácota;54;Norte de Santander;3801;Norte de Santander (ETC);589;78.95%;78.95%;38.46%;76.26%;82.45%;29.35%;82.85%;53.85%;84.44%;103.72%;52.17%;1.02%;0%;0%;2.05%;2.08%;90.98%;0%;95.39%;85.64%;87.5%;7.99%;0%;4.61%;12.31%;10.42%;12.7%;3.57%;11.06%;16.41%;10.42%
2024;54109;Bucarasica;54;Norte de Santander;3801;Norte de Santander (ETC);1714;60.15%;60.15%;39.74%;59.68%;51.91%;29.62%;62.84%;57.69%;71.3%;62.66%;41.92%;2.88%;0%;2.43%;3.78%;4.59%;94.8%;1.11%;95.13%;93.31%;94.5%;2.32%;1.11%;2.43%;2.91%;0.92%;9.01%;1.11%;11.8%;9.01%;1.83%
2024;54099;Bochalema;54;Norte de Santander;3801;Norte de Santander (ETC);1713;74.08%;74.08%;38.52%;65.49%;73.37%;46.15%;83.25%;60%;76.62%;95.19%;86.36%;3.61%;3.7%;2.57%;5.01%;2.79%;89.62%;0%;90.99%;86.13%;92.09%;6.77%;0%;6.43%;8.86%;5.12%;7.35%;0%;5.15%;12.12%;4.19%
2024;54051;Arboledas;54;Norte de Santander;3801;Norte de Santander (ETC);2207;71.14%;71.14%;58.96%;66.89%;65.55%;43.51%;75.26%;82.08%;75.85%;81.04%;58.92%;3.01%;2.11%;2.02%;4.78%;1.83%;91.39%;6.34%;93.52%;87.97%;94.04%;5.6%;6.34%;4.47%;7.25%;4.13%;7.47%;6.34%;6.05%;10.21%;5.05%
2024;54003;Abrego;54;Norte de Santander;3801;Norte de Santander (ETC);7874;84.99%;84.98%;56.59%;84.59%;64.15%;33.2%;94.28%;84.73%;109.81%;92.14%;61.63%;5.12%;2.24%;4.22%;7.34%;4.6%;85.4%;0.37%;86.76%;80.44%;85.42%;9.48%;0.37%;9.02%;12.23%;9.98%;14.02%;2.05%;13.26%;18.36%;12.84%
2024;54001;Cúcuta;54;Norte de Santander;3802;Cúcuta;147515;92.34%;92.26%;68.84%;89.35%;79.28%;56.67%;103.68%;91.62%;102.98%;101.1%;116.49%;4.28%;5.07%;4.24%;4.72%;2.7%;87.62%;0.24%;89.89%;81.97%;90.82%;8.11%;0.24%;5.87%;13.32%;6.48%;8.33%;2.39%;7.31%;12.52%;3.91%
2024;52885;Yacuanquer;52;Nariño;3798;Nariño (ETC);1782;74.07%;74.07%;55.8%;75.52%;68.53%;43.17%;78.17%;77.54%;81.82%;82.7%;61.8%;1.29%;0.93%;0.34%;1.59%;3.52%;96.63%;0%;97.26%;95.82%;95.48%;2.08%;0%;2.39%;2.59%;1.01%;3.52%;0.93%;3.08%;4.78%;3.02%
2024;52838;Túquerres;52;Nariño;3798;Nariño (ETC);7348;79.57%;79.57%;56.54%;76.06%;70.98%;36.69%;92.03%;76.09%;87.44%;106.66%;81.62%;1.59%;1.26%;0.62%;2.9%;1.1%;91.73%;0%;97.63%;82.9%;94.64%;6.69%;0%;1.75%;14.2%;4.26%;7.44%;2.27%;5.98%;11.34%;3.53%
2024;52835;San Andres de Tumaco;52;Nariño;3800;San Andres de Tumaco;60491;66.14%;66.1%;44.4%;60.75%;48.2%;25.56%;81.17%;65.2%;84.66%;88.34%;65.61%;3.83%;2.48%;3.26%;5.02%;3.38%;87.01%;0.96%;86.63%;84.14%;91.49%;9.16%;0.96%;10.11%;10.84%;5.12%;13.74%;3.5%;15.29%;16.63%;4.31%
2024;52788;Tangua;52;Nariño;3798;Nariño (ETC);2057;57.17%;57.17%;40.96%;63.95%;43.48%;33.33%;63.2%;56.02%;70.3%;58.41%;59.29%;0.81%;1.08%;0.68%;1.09%;0.55%;98.21%;0%;98.64%;96.72%;99.45%;0.98%;0%;0.68%;2.19%;0%;5.13%;4.3%;4.43%;7.92%;2.2%
2024;52786;Taminango;52;Nariño;3798;Nariño (ETC);2651;85.59%;85.59%;76.09%;82.47%;74.79%;62.27%;92.19%;96.74%;92.1%;92.74%;89.66%;1.8%;1.12%;2.2%;2.3%;0.23%;95.58%;0.56%;96.55%;92.86%;97.74%;2.62%;0.56%;1.26%;4.84%;2.04%;4.09%;1.12%;3.66%;6.45%;1.58%
2024;52720;Sapuyes;52;Nariño;3798;Nariño (ETC);1168;66.35%;66.35%;56.47%;65.16%;62.07%;36.79%;71.49%;67.06%;70.54%;75.62%;67.45%;0.6%;0%;0%;1.3%;0.7%;94.01%;0%;99.09%;86.97%;95.1%;5.39%;0%;0.91%;11.73%;4.2%;7.43%;0%;4.88%;13.36%;3.5%
2024;52699;Santacruz;52;Nariño;3798;Nariño (ETC);1982;61.55%;61.55%;53.13%;69.54%;45.25%;29.02%;65.19%;68.13%;79.9%;57.16%;44.83%;2.79%;2.75%;1.39%;4.5%;4.49%;92.41%;0%;94.14%;87.57%;93.59%;4.8%;0%;4.48%;7.94%;1.92%;5.8%;0.92%;4.78%;11.08%;0.64%
2024;52696;Santa Bárbara;52;Nariño;3798;Nariño (ETC);3589;55.22%;55.22%;29.27%;53.87%;27.25%;8.15%;63.61%;53.96%;88.45%;50.48%;24.81%;1.71%;1.13%;1.87%;1.9%;0%;98.29%;0%;98.13%;98.1%;100%;0%;0%;0%;0%;0%;13.71%;2.26%;18.58%;8.48%;0.75%
2024;52694;San Pedro de Cartago;52;Nariño;3798;Nariño (ETC);1195;65.69%;65.69%;57.61%;62.42%;58.92%;42.51%;69.04%;70.65%;67.35%;73.84%;62.8%;3.4%;0%;0%;7.64%;3.85%;92.6%;0%;97.87%;84.72%;93.85%;4%;0%;2.13%;7.64%;2.31%;5.09%;1.54%;2.13%;11.26%;0%
2024;52693;San Pablo;52;Nariño;3798;Nariño (ETC);2332;76.93%;76.93%;55.25%;68.57%;74.62%;48.16%;86.45%;76.24%;77.74%;93.72%;97.05%;1.4%;2.9%;0.54%;2.28%;0.66%;96.26%;0%;97.56%;94.24%;97.7%;2.34%;0%;1.9%;3.49%;1.64%;8.41%;4.35%;4.21%;15.42%;3.28%
2024;52687;San Lorenzo;52;Nariño;3798;Nariño (ETC);3034;72.91%;72.91%;55.36%;72.7%;65.24%;47.01%;78.41%;74.11%;81.06%;79.52%;72.23%;2.33%;1.81%;0.51%;4.77%;2.01%;95.55%;0.6%;97.65%;92.18%;96.48%;2.12%;0.6%;1.84%;3.06%;1.51%;4.61%;0.6%;4.59%;5.99%;3.52%
2024;52685;San Bernardo;52;Nariño;3798;Nariño (ETC);1479;68.9%;68.9%;44.72%;62.96%;69.55%;44.18%;73.97%;56.91%;69.89%;84.77%;71.49%;2.19%;1.43%;0.46%;3.88%;2.81%;92.96%;0%;98.16%;85.92%;94.38%;4.84%;0%;1.38%;10.19%;2.81%;7.68%;1.43%;5.07%;12.86%;4.49%
2024;52683;Sandoná;52;Nariño;3798;Nariño (ETC);3078;81.19%;81.19%;64.13%;83.83%;65.55%;46.57%;88.69%;78.48%;94.72%;88.08%;81.02%;2.15%;1.14%;1.57%;3.34%;1.64%;92.59%;0%;94.43%;88.85%;92.96%;5.25%;0%;4.01%;7.8%;5.4%;6.12%;1.71%;6.97%;8.47%;0.7%
2024;52678;Samaniego;52;Nariño;3798;Nariño (ETC);4623;78.95%;78.93%;71.1%;81.28%;61.9%;37.71%;87.76%;97.98%;96.79%;88.32%;62.88%;2.43%;0.6%;1.63%;4.07%;2.41%;93.47%;0%;95.5%;89.55%;92.15%;4.09%;0%;2.87%;6.38%;5.43%;6.16%;3.31%;6.41%;8.21%;2.01%
2024;52621;Roberto Payán;52;Nariño;3798;Nariño (ETC);3555;70.75%;70.75%;40.76%;74.39%;34.64%;9.76%;82.36%;67.52%;117.4%;64.15%;29.83%;1.07%;0.94%;1.14%;0.58%;2.65%;95.72%;0%;95.19%;96.1%;95.36%;3.21%;0%;3.66%;3.32%;1.99%;13.91%;2.36%;15.33%;16.16%;3.31%
2024;52612;Ricaurte;52;Nariño;3798;Nariño (ETC);5091;66.06%;66.06%;40.44%;60.71%;37.19%;25%;75.68%;68.57%;99.23%;57.64%;50.77%;2.55%;2.88%;1.9%;4.54%;1.02%;92.74%;2.56%;92.36%;90.92%;97.72%;4.71%;2.56%;5.74%;4.54%;1.27%;17.73%;5.45%;25.38%;10.98%;2.79%
2024;52585;Pupiales;52;Nariño;3798;Nariño (ETC);2689;93.34%;93.34%;59.28%;87.25%;87.7%;64.82%;108.37%;81.9%;96.43%;108.72%;150.22%;1.55%;1.79%;0.74%;2.82%;0.68%;93.81%;0%;98.43%;87.9%;93.64%;4.64%;0%;0.83%;9.28%;5.68%;8.61%;2.98%;6.19%;14.39%;4.09%
2024;52573;Puerres;52;Nariño;3798;Nariño (ETC);1419;80.97%;80.97%;47.06%;75.83%;84.47%;51.74%;85.34%;61.34%;81.67%;101.28%;74.78%;2.06%;1.37%;0.61%;2.73%;4.65%;89.6%;0%;95.51%;81.93%;90.12%;8.34%;0%;3.88%;15.34%;5.23%;6.77%;2.74%;1.84%;14.5%;1.16%
2024;52565;Providencia;52;Nariño;3798;Nariño (ETC);974;63.24%;63.24%;39.51%;56.68%;63.04%;43.71%;67.04%;58.02%;62.13%;76.09%;65.87%;3.52%;2.13%;2.79%;4.9%;2.73%;91.88%;0%;96.81%;83.67%;96.36%;4.59%;0%;0.4%;11.43%;0.91%;4.13%;0%;4.78%;4.9%;2.73%
2024;52560;Potosí;52;Nariño;3798;Nariño (ETC);1710;100.64%;100.64%;62.35%;95.33%;100.94%;70.94%;106.32%;74.07%;103.07%;121.16%;105.28%;1.32%;0.83%;0.78%;2.16%;1.08%;92.57%;0%;96.5%;85.78%;94.62%;6.11%;0%;2.72%;12.06%;4.3%;6.44%;0.83%;3.11%;11.9%;5.38%
2024;52540;Policarpa;52;Nariño;3798;Nariño (ETC);1892;114.06%;114.06%;105.3%;124.22%;80.69%;37.11%;123.78%;152.27%;156.56%;114.22%;62.61%;3.66%;2.49%;3.63%;3.88%;4.25%;92.98%;1%;92.65%;91.83%;95.28%;3.36%;1%;3.72%;4.29%;0.47%;7.24%;1%;8.12%;9.56%;0.47%
2024;52520;Francisco Pizarro;52;Nariño;3798;Nariño (ETC);3614;42.36%;42.36%;21.29%;39.22%;26.64%;8.45%;52.96%;39.68%;59.31%;59.75%;28.06%;1.72%;0%;1.45%;2.26%;2.46%;87.86%;3.25%;87.05%;87.33%;87.7%;10.42%;3.25%;11.5%;10.41%;9.84%;20.29%;15.45%;17.3%;26.55%;13.11%
2024;52506;Ospina;52;Nariño;3798;Nariño (ETC);1088;71.42%;71.42%;33.72%;71.62%;73.63%;42.27%;75.46%;51.16%;76.58%;87.09%;61.86%;0.73%;0%;0.29%;1.26%;0.83%;97.69%;0%;98.24%;96.21%;99.17%;1.58%;0%;1.47%;2.52%;0%;5.72%;0%;3.53%;10.09%;2.5%
