AÑO;CÓDIGO_MUNICIPIO;MUNICIPIO;CÓDIGO_DEPARTAMENTO;DEPARTAMENTO;CÓDIGO_ETC;ETC;POBLACIÓN_5_16;TASA_MATRICULACIÓN_5_16;COBERTURA_NETA;COBERTURA_NETA_TRANSICIÓN;COBERTURA_NETA_PRIMARIA;COBERTURA_NETA_SECUNDARIA;COBERTURA_NETA_MEDIA;COBERTURA_BRUTA;COBERTURA_BRUTA_TRANSICIÓN;COBERTURA_BRUTA_PRIMARIA;COBERTURA_BRUTA_SECUNDARIA;COBERTURA_BRUTA_MEDIA;DESERCIÓN;DESERCIÓN_TRANSICIÓN;DESERCIÓN_PRIMARIA;DESERCIÓN_SECUNDARIA;DESERCIÓN_MEDIA;APROBACIÓN;APROBACIÓN_TRANSICIÓN;APROBACIÓN_PRIMARIA;APROBACIÓN_SECUNDARIA;APROBACIÓN_MEDIA;REPROBACIÓN;REPROBACIÓN_TRANSICIÓN;REPROBACIÓN_PRIMARIA;REPROBACIÓN_SECUNDARIA;REPROBACIÓN_MEDIA;REPITENCIA;REPITENCIA_TRANSICIÓN;REPITENCIA_PRIMARIA;REPITENCIA_SECUNDARIA;REPITENCIA_MEDIA
2024;15681;San Pablo de Borbur;15;Boyacá;3769;Boyacá (ETC);1389;78.26%;78.26%;63.21%;75.88%;74.64%;44.44%;83.51%;75.47%;85.56%;92.72%;63.25%;1.76%;1.25%;0.82%;2.58%;2.82%;88.81%;1.25%;94.24%;80.56%;90.14%;9.43%;1.25%;4.94%;16.86%;7.04%;7.14%;3.75%;4.73%;11.71%;3.52%
2024;15676;San Miguel de Sema;15;Boyacá;3769;Boyacá (ETC);623;102.25%;102.25%;64%;86.36%;100.94%;92.78%;107.7%;70%;95.45%;125.94%;120.62%;1.36%;8.57%;0.4%;1.9%;0%;97.44%;0%;99.21%;95.82%;99.12%;1.21%;0%;0.4%;2.28%;0.88%;4.98%;0%;2.78%;8.75%;2.65%
2024;15673;San Mateo;15;Boyacá;3769;Boyacá (ETC);605;89.75%;89.75%;48%;83.14%;97.04%;57.73%;97.85%;68%;89.41%;114.78%;100%;1.05%;0%;0%;2.58%;0%;94.08%;0%;97.37%;88.41%;98.73%;4.88%;0%;2.63%;9.01%;1.27%;8.19%;0%;3.07%;14.16%;8.86%
2024;15667;San Luis de Gaceno;15;Boyacá;3769;Boyacá (ETC);1039;72.86%;72.86%;44.3%;68.15%;69.75%;51.14%;79.79%;53.16%;76.35%;89.64%;80.11%;6%;10.26%;6%;5.32%;6.3%;91.26%;0%;89%;92.69%;93.7%;2.74%;0%;5%;1.99%;0%;5.73%;2.56%;8%;4.98%;3.13%
2024;15664;San José de Pare;15;Boyacá;3769;Boyacá (ETC);842;75.18%;75.18%;77.78%;77.62%;64.62%;34.35%;77.79%;86.11%;85.91%;78.7%;48.85%;3.21%;3.23%;1.93%;5.5%;1.56%;92.67%;0%;97.11%;83.94%;96.88%;4.12%;0%;0.96%;10.55%;1.56%;5.8%;6.45%;4.82%;8.72%;0%
2024;15660;San Eduardo;15;Boyacá;3769;Boyacá (ETC);264;85.61%;85.61%;80.95%;78.3%;86.81%;58.7%;89.77%;100%;80.19%;101.1%;84.78%;0.84%;0%;0%;2.17%;0%;98.73%;0%;100%;97.83%;97.44%;0.42%;0%;0%;0%;2.56%;2.53%;0%;3.53%;3.26%;0%
2024;15646;Samacá;15;Boyacá;3769;Boyacá (ETC);4091;112.39%;112.3%;94.94%;107.51%;104.2%;58.08%;118.87%;117.42%;121.6%;128.71%;92.38%;1.89%;2.33%;1.54%;2.24%;1.8%;89.39%;0%;93.19%;82.1%;92.42%;8.72%;0%;5.27%;15.66%;5.79%;7.98%;1.66%;6.69%;12.17%;4.19%
2024;15638;Sáchica;15;Boyacá;3769;Boyacá (ETC);1180;83.14%;83.14%;64.76%;87.85%;77.02%;40.4%;86.27%;76.19%;97.17%;89.56%;58.08%;3.81%;1.79%;3.79%;4.15%;4%;83.91%;0%;91.6%;74.39%;75%;12.29%;0%;4.61%;21.45%;21%;5.9%;1.79%;4.07%;9.69%;4%
2024;15632;Saboyá;15;Boyacá;3769;Boyacá (ETC);2815;70.59%;70.48%;49.78%;66.81%;66.42%;49.89%;76.98%;63.56%;73.91%;82%;80.89%;1.39%;1.56%;0.78%;2.24%;1.01%;93.9%;0%;96.25%;89.85%;94.97%;4.71%;0%;2.98%;7.91%;4.03%;7.28%;0.78%;4.92%;13.28%;2.68%
2024;15621;Rondón;15;Boyacá;3769;Boyacá (ETC);476;60.92%;60.92%;51.52%;59.69%;57.74%;39.24%;66.6%;66.67%;62.24%;72.02%;65.82%;2.52%;9.09%;1.64%;2.48%;1.92%;92.43%;0%;96.72%;86.78%;96.15%;5.05%;0%;1.64%;10.74%;1.92%;6.94%;0%;3.28%;13.22%;3.85%
2024;15599;Ramiriquí;15;Boyacá;3769;Boyacá (ETC);2068;87.86%;87.72%;70.78%;85.23%;77.37%;59.18%;95.02%;90.26%;96.4%;99.16%;85.75%;4.34%;1.02%;1.49%;8.43%;3.35%;91.59%;0%;96.28%;85.25%;91.82%;4.06%;0%;2.23%;6.32%;4.83%;6.52%;0%;4.83%;11.69%;2.23%
2024;15580;Quípama;15;Boyacá;3769;Boyacá (ETC);912;71.82%;71.82%;69.35%;68.06%;69.82%;37.65%;80.48%;74.19%;76.67%;92.99%;66.05%;1.59%;0%;0.36%;3.57%;0%;89.15%;0%;94.93%;79.29%;96.63%;9.26%;0%;4.71%;17.14%;3.37%;8.1%;0%;6.16%;13.21%;2.25%
2024;15572;Puerto Boyacá;15;Boyacá;3769;Boyacá (ETC);9913;91.93%;91.87%;69.47%;89.09%;79.23%;56.77%;99.09%;82.91%;103.03%;103.54%;88.17%;3.39%;3.55%;2.72%;4.23%;3.3%;88.8%;0.17%;92.1%;83.76%;87.21%;7.82%;0.17%;5.19%;12.01%;9.49%;7.91%;1.35%;8.29%;10.73%;3.3%
2024;15550;Pisba;15;Boyacá;3769;Boyacá (ETC);408;66.18%;66.18%;54.29%;70.86%;56.06%;40.91%;68.87%;62.86%;77.71%;66.67%;53.03%;3.2%;4.55%;2.94%;1.14%;8.57%;90.75%;0%;93.38%;86.36%;88.57%;6.05%;0%;3.68%;12.5%;2.86%;2.85%;0%;5.15%;1.14%;0%
2024;15542;Pesca;15;Boyacá;3769;Boyacá (ETC);1416;75.92%;75.92%;58.77%;68.92%;77.29%;47.83%;80.79%;71.93%;76.01%;93.75%;70.43%;0.79%;1.22%;0.89%;0.67%;0.62%;95.8%;0%;96.89%;93.56%;97.53%;3.41%;0%;2.22%;5.78%;1.85%;8.04%;0%;4.22%;14.89%;3.7%
2024;15537;Paz de Río;15;Boyacá;3769;Boyacá (ETC);757;82.69%;82.69%;54.1%;81.76%;68.34%;60%;91.02%;72.13%;91.21%;93.44%;94.62%;1.86%;3.85%;2.12%;1.82%;0.96%;86.83%;3.85%;94.18%;77.73%;91.35%;11.32%;3.85%;3.7%;20.45%;7.69%;6.86%;0%;4.23%;10.45%;5.77%
2024;15533;Paya;15;Boyacá;3769;Boyacá (ETC);631;64.98%;64.98%;46.15%;62.31%;69.08%;33.65%;67.35%;51.92%;69.03%;81.64%;42.31%;0.47%;0%;0%;1.18%;0%;93.65%;0%;94.59%;91.12%;95.45%;5.88%;0%;5.41%;7.69%;4.55%;8.71%;0%;5.95%;13.02%;9.09%
2024;15531;Pauna;15;Boyacá;3769;Boyacá (ETC);1346;82.32%;82.32%;63.22%;80.46%;76.02%;50.61%;89.08%;81.61%;92.15%;95.12%;73.06%;2.86%;2.82%;2.08%;4.31%;1.25%;96.1%;0%;95.63%;95.46%;98.75%;1.04%;0%;2.29%;0.23%;0%;7.28%;1.41%;6.03%;11.09%;3.13%
2024;15522;Panqueba;15;Boyacá;3769;Boyacá (ETC);324;88.58%;88.58%;68.97%;68.84%;84.62%;96.23%;92.59%;79.31%;78.26%;103.85%;115.09%;2%;4.35%;0%;4.63%;0%;96.67%;0%;97.22%;94.44%;100%;1.33%;0%;2.78%;0.93%;0%;4.33%;0%;4.63%;6.48%;1.64%
2024;15518;Pajarito;15;Boyacá;3769;Boyacá (ETC);461;70.28%;70.28%;40%;65.99%;67.33%;58.11%;74.62%;47.5%;70.05%;83.33%;83.78%;1.54%;5.26%;1.45%;1.77%;0%;93.54%;0%;91.3%;93.81%;98.18%;4.92%;0%;7.25%;4.42%;1.82%;3.38%;5.26%;3.62%;4.42%;0%
2024;15516;Paipa;15;Boyacá;3769;Boyacá (ETC);6408;97%;96.83%;74.48%;98.17%;89.67%;54.09%;103.07%;91.42%;107.52%;111.1%;82.49%;2.94%;3.99%;2.49%;3.39%;2.55%;88.36%;0%;93.71%;81.97%;87.8%;8.71%;0%;3.81%;14.64%;9.65%;8.67%;2.9%;5.99%;13.81%;4.4%
2024;15514;Páez;15;Boyacá;3769;Boyacá (ETC);607;82.04%;82.04%;52.83%;81.15%;81.22%;65.98%;85.01%;58.49%;86.54%;90.36%;84.54%;2.13%;0%;2.22%;2.25%;2.44%;95.74%;0%;96%;93.82%;97.56%;2.13%;0%;1.78%;3.93%;0%;2.52%;0%;2.67%;3.93%;0%
2024;15511;Pachavita;15;Boyacá;3769;Boyacá (ETC);376;68.88%;68.88%;66.67%;66.67%;65.65%;40%;73.14%;70.37%;71.9%;81.68%;60%;1.82%;0%;0%;1.87%;7.69%;89.82%;0%;93.64%;84.11%;89.74%;8.36%;0%;6.36%;14.02%;2.56%;5.82%;0%;4.55%;9.35%;2.56%
2024;15507;Otanche;15;Boyacá;3769;Boyacá (ETC);1742;74.97%;74.97%;60.31%;73.88%;74.21%;52.01%;77.61%;64.89%;79.78%;82.86%;67.45%;2.51%;7.06%;2.64%;1.61%;2.49%;94.08%;0%;94.89%;92.57%;96.02%;3.4%;0%;2.46%;5.82%;1.49%;4.29%;0%;5.46%;4.42%;2.49%
2024;15500;Oicatá;15;Boyacá;3769;Boyacá (ETC);564;80.67%;80.67%;56.52%;73.91%;71.35%;47.92%;86.7%;69.57%;84.35%;94.79%;84.38%;3.69%;8.33%;3.49%;3.4%;3.17%;82.02%;4.17%;88.95%;70.07%;88.89%;14.29%;4.17%;7.56%;26.53%;7.94%;10.57%;0%;8.14%;18.37%;3.13%
2024;15494;Nuevo Colón;15;Boyacá;3769;Boyacá (ETC);987;81.97%;81.97%;72%;85.89%;71.39%;66.86%;85.51%;85.33%;90.59%;79.94%;84.62%;0.84%;1.64%;0.28%;1.48%;0.7%;93.54%;0%;94.18%;91.14%;94.41%;5.62%;0%;5.54%;7.38%;4.9%;4.78%;1.64%;3.88%;8.49%;1.4%
2024;15491;Nobsa;15;Boyacá;3769;Boyacá (ETC);2989;108.26%;108.13%;87.76%;113.55%;98.71%;60.8%;112.88%;104.64%;123.73%;117.01%;83.37%;2.84%;1.69%;2.04%;4.08%;2.61%;87.44%;0%;91.71%;79.31%;90.3%;9.72%;0%;6.25%;16.61%;7.09%;7.1%;0.85%;4.08%;12.38%;5.6%
2024;15480;Muzo;15;Boyacá;3769;Boyacá (ETC);1682;77.41%;77.35%;66.4%;75.26%;71.82%;48.63%;86.56%;80%;86.38%;93.47%;76.03%;1.56%;1.06%;1.8%;1.22%;2%;93.38%;0%;94.79%;90.87%;93%;5.06%;0%;3.41%;7.91%;5%;6.32%;2.13%;4.31%;11.16%;2%
2024;15476;Motavita;15;Boyacá;3769;Boyacá (ETC);1263;63.97%;63.9%;23.42%;60.85%;60.92%;40.31%;68.17%;35.14%;67.65%;81.31%;60.71%;1.64%;0%;0.96%;2.42%;1.69%;93.2%;0%;97.45%;87.58%;95.76%;5.16%;0%;1.59%;10%;2.54%;8.43%;3.13%;3.5%;15.45%;3.36%
2024;15469;Moniquirá;15;Boyacá;3769;Boyacá (ETC);4094;88.15%;88.15%;68.47%;86.99%;78.83%;57.4%;95.02%;85.99%;97.48%;98.79%;85.75%;3.67%;3.79%;2.83%;4.34%;4.27%;90.6%;0%;94.34%;84.63%;92.39%;5.73%;0%;2.83%;11.02%;3.34%;8.95%;2.84%;7.29%;14.64%;2.6%
2024;15466;Monguí;15;Boyacá;3769;Boyacá (ETC);870;93.56%;93.56%;70.59%;88.86%;93.92%;57.82%;102.87%;95.59%;94.43%;120.61%;91.16%;0.93%;0%;0.29%;2.12%;0%;93.46%;0%;98.23%;87.58%;92.62%;5.61%;0%;1.47%;10.3%;7.38%;5.84%;1.54%;2.65%;11.52%;1.64%
2024;15464;Mongua;15;Boyacá;3769;Boyacá (ETC);957;74.71%;74.71%;64.1%;65.11%;76.03%;56.77%;77.74%;75.64%;70.52%;89.59%;73.55%;2.02%;0%;1.74%;2.11%;3.51%;97.85%;0%;98.26%;97.54%;96.49%;0.13%;0%;0%;0.35%;0%;6.59%;1.69%;4.53%;10.92%;3.51%
2024;15455;Miraflores;15;Boyacá;3769;Boyacá (ETC);1557;85.16%;85.16%;81.2%;78.48%;82.07%;56.93%;91.65%;85.47%;86.08%;101.29%;88.01%;2.59%;1.15%;1.42%;4.06%;2.5%;91.67%;0%;95.74%;86.41%;91.5%;5.73%;0%;2.84%;9.53%;6%;3.61%;2.3%;1.62%;6.69%;1.49%
2024;15442;Maripí;15;Boyacá;3769;Boyacá (ETC);1135;66.34%;66.34%;58.23%;65.57%;64.16%;40.8%;68.99%;69.62%;71.93%;74.94%;50.25%;2.04%;3.64%;1.52%;2.01%;2.97%;95.15%;0%;95.12%;94.65%;96.04%;2.81%;0%;3.35%;3.34%;0.99%;4.21%;0%;3.96%;5.35%;3.96%
2024;15407;Villa de Leyva;15;Boyacá;3769;Boyacá (ETC);2931;108.12%;108.09%;83.47%;106.77%;95.28%;64.94%;115.39%;100%;119.06%;121.95%;101.2%;2.1%;3.83%;1.87%;2.43%;1.1%;95.18%;0%;96.97%;91.86%;97.81%;2.72%;0%;1.16%;5.71%;1.1%;8.76%;3.28%;6.6%;14.59%;3.01%
2024;15403;La Uvita;15;Boyacá;3769;Boyacá (ETC);483;77.43%;77.43%;45%;83.42%;60.63%;44.05%;88.82%;60%;94.97%;90.63%;84.52%;0.51%;0%;0%;1.57%;0%;93.18%;0%;96.83%;85.83%;94.64%;6.31%;0%;3.17%;12.6%;5.36%;8.08%;0%;4.76%;14.17%;8.93%
2024;15401;La Victoria;15;Boyacá;3769;Boyacá (ETC);189;75.66%;75.66%;71.43%;56.16%;92.06%;51.28%;88.89%;100%;63.01%;120.63%;82.05%;0.65%;0%;0%;1.54%;0%;97.4%;0%;97.83%;95.38%;100%;1.95%;0%;2.17%;3.08%;0%;3.9%;0%;0%;9.23%;0%
2024;15380;La Capilla;15;Boyacá;3769;Boyacá (ETC);440;71.59%;71.59%;48.48%;79.12%;64.47%;53.42%;76.36%;63.64%;83.52%;68.42%;80.82%;0.89%;4.76%;0%;0.96%;1.69%;92.26%;0%;93.42%;87.5%;96.61%;6.85%;0%;6.58%;11.54%;1.69%;5.95%;0%;1.97%;16.35%;0%
2024;15377;Labranzagrande;15;Boyacá;3769;Boyacá (ETC);516;93.41%;93.41%;56%;89.64%;94.27%;41.38%;99.03%;70%;104.05%;121.66%;62.07%;2.49%;0%;2.6%;3.53%;0%;93.35%;0%;96.97%;87.06%;93.33%;4.16%;0%;0.43%;9.41%;6.67%;6.86%;2.86%;9.09%;6.47%;0%
2024;15368;Jericó;15;Boyacá;3769;Boyacá (ETC);778;88.82%;88.82%;64.71%;72.7%;107.11%;56.67%;91.65%;77.94%;80.12%;120.16%;71.67%;2.1%;0%;1.11%;3.95%;0%;92.57%;0%;92.96%;88.82%;100%;5.33%;0%;5.93%;7.24%;0%;7.29%;0%;7.04%;10.53%;1.16%
2024;15367;Jenesano;15;Boyacá;3769;Boyacá (ETC);1426;70.2%;70.2%;41.53%;66.28%;68.06%;58.26%;73%;44.07%;72.29%;80.38%;74.35%;0.86%;0%;1.39%;0.26%;1.17%;95.58%;0%;94.92%;95.32%;96.49%;3.55%;0%;3.7%;4.42%;2.34%;4.03%;1.92%;1.62%;8.05%;1.75%
2024;15362;Iza;15;Boyacá;3769;Boyacá (ETC);356;89.61%;89.61%;48.48%;78.29%;99.12%;36.21%;93.82%;69.7%;91.45%;126.55%;50%;3.59%;0%;1.44%;6.99%;0%;90.12%;0%;98.56%;78.32%;100%;6.29%;0%;0%;14.69%;0%;11.68%;4.35%;10.07%;16.78%;0%
2024;15332;Güicán;15;Boyacá;3769;Boyacá (ETC);975;62.15%;62.15%;34.09%;61.32%;57.83%;44.67%;69.23%;42.05%;69.1%;69.97%;84%;0.46%;0%;0.34%;0.46%;1.02%;99.54%;0%;99.66%;99.54%;98.98%;0%;0%;0%;0%;0%;6.49%;0%;8.87%;6.85%;1.02%
2024;15325;Guayatá;15;Boyacá;3769;Boyacá (ETC);478;79.5%;79.5%;36.36%;70.92%;83.83%;62.2%;88.91%;48.48%;79.08%;110.18%;85.37%;2.52%;0%;2%;2.99%;3.13%;90.93%;0%;95.33%;85.63%;92.19%;6.55%;0%;2.67%;11.38%;4.69%;7.3%;0%;3.33%;13.17%;3.13%
2024;15322;Guateque;15;Boyacá;3769;Boyacá (ETC);1751;91.72%;91.72%;68.8%;91.24%;81.33%;62.42%;100.63%;95.2%;99.14%;105.84%;95.86%;1.87%;7.23%;1.36%;1.71%;1.51%;92.25%;0%;95.53%;88.53%;93.96%;5.88%;0%;3.11%;9.76%;4.53%;3.94%;0%;2.92%;6.16%;2.26%
2024;15317;Guacamayas;15;Boyacá;3769;Boyacá (ETC);345;59.71%;59.71%;32.26%;74.31%;45.69%;37.04%;71.01%;35.48%;77.08%;68.1%;81.48%;0.97%;0%;1.8%;0%;0%;98.54%;0%;97.3%;100%;100%;0.49%;0%;0.9%;0%;0%;2.91%;0%;0.9%;8.06%;0%
2024;15299;Garagoa;15;Boyacá;3769;Boyacá (ETC);3085;81.1%;81.07%;57.72%;73.19%;73.8%;65.71%;88.59%;70.73%;82.23%;95.3%;99.05%;1.66%;2.27%;1.18%;2.44%;0.94%;89.89%;0%;93.4%;81.42%;96.72%;8.45%;0%;5.42%;16.14%;2.34%;7.55%;0.76%;5.89%;12.84%;2.81%
2024;15296;Gameza;15;Boyacá;3769;Boyacá (ETC);1009;79.68%;79.68%;51.65%;66.89%;87.73%;68.18%;82.76%;58.24%;73.52%;99.08%;88.96%;1.8%;5.66%;0.62%;1.55%;3.65%;95.93%;0%;97.52%;95.36%;94.16%;2.28%;0%;1.86%;3.1%;2.19%;2.75%;1.89%;4.66%;1.86%;0.73%
2024;15293;Gachantivá;15;Boyacá;3769;Boyacá (ETC);532;94.17%;94.17%;55.56%;75.77%;103.95%;83.13%;99.81%;73.33%;83.26%;119.77%;116.87%;4.33%;3.03%;2.12%;6.13%;5.15%;87.38%;0%;96.83%;77.36%;87.63%;8.29%;0%;1.06%;16.51%;7.22%;6.78%;0%;2.65%;13.21%;3.09%
2024;15276;Floresta;15;Boyacá;3769;Boyacá (ETC);532;83.83%;83.83%;60.98%;79.25%;79.78%;67.71%;89.85%;73.17%;84.91%;100.55%;87.5%;3.35%;0%;1.11%;5.98%;3.57%;92.05%;0%;93.89%;88.04%;94.05%;4.6%;0%;5%;5.98%;2.38%;5.86%;0%;5%;10.33%;0%
2024;15272;Firavitoba;15;Boyacá;3769;Boyacá (ETC);1145;60.26%;60.26%;28.72%;52.33%;59.11%;63.08%;63.84%;36.17%;55.93%;69.53%;85.13%;1.78%;0%;1.14%;3.37%;0.6%;94.8%;0%;97.35%;89.51%;98.19%;3.42%;0%;1.52%;7.12%;1.2%;5.2%;5.88%;0.76%;11.24%;2.41%
2024;15248;El Espino;15;Boyacá;3769;Boyacá (ETC);502;81.47%;81.47%;60%;74.88%;79.41%;69.66%;86.06%;75%;81.28%;90.59%;93.26%;0.69%;0%;0.61%;0.65%;1.2%;96.76%;0%;98.18%;94.81%;96.39%;2.55%;0%;1.21%;4.55%;2.41%;4.4%;6.67%;3.64%;6.49%;1.2%
2024;15244;El Cocuy;15;Boyacá;3769;Boyacá (ETC);889;74.35%;74.35%;75%;72.9%;70.86%;51.37%;77.73%;80.56%;78.32%;79.14%;71.92%;1.21%;0%;0%;2.09%;2.86%;92.27%;0%;96.58%;85.36%;93.33%;6.52%;0%;3.42%;12.55%;3.81%;5.91%;0%;3.42%;11.3%;2.86%
2024;15238;Duitama;15;Boyacá;3771;Duitama;22440;95.25%;95.18%;73.2%;94.12%;85.4%;67.19%;105.79%;87.06%;103.5%;111.15%;108%;2.22%;3.4%;2.03%;2.71%;1.22%;91.47%;0.12%;93.13%;87.65%;94.44%;6.31%;0.12%;4.83%;9.64%;4.34%;7.2%;0.97%;6.1%;10.74%;3.92%
2024;15236;Chivor;15;Boyacá;3769;Boyacá (ETC);460;60.65%;60.65%;31.43%;52.38%;66.04%;41.56%;65.22%;62.86%;59.26%;76.1%;58.44%;3%;4.55%;0%;4.96%;4.44%;93.33%;0%;95.54%;90.08%;95.56%;3.67%;0%;4.46%;4.96%;0%;12%;13.64%;7.14%;19.83%;2.22%
2024;15232;Chíquiza;15;Boyacá;3769;Boyacá (ETC);974;62.94%;62.94%;44.44%;56.93%;68.92%;43.31%;65.61%;53.09%;61.56%;76%;61.15%;1.41%;2.33%;0%;2.83%;1.04%;93.9%;0%;100%;85.43%;97.92%;4.69%;0%;0%;11.74%;1.04%;2.66%;0%;2.37%;3.64%;2.08%
2024;15226;Cuítiva;15;Boyacá;3769;Boyacá (ETC);372;77.96%;77.96%;48.48%;59.88%;86.89%;70.91%;81.99%;54.55%;61.73%;106.56%;103.64%;1.31%;5.56%;0%;1.54%;1.75%;89.18%;0%;94%;86.92%;84.21%;9.51%;0%;6%;11.54%;14.04%;6.89%;0%;3%;12.31%;3.51%
2024;15224;Cucaita;15;Boyacá;3769;Boyacá (ETC);758;79.95%;79.95%;36.36%;67.62%;87.2%;58.27%;84.56%;53.03%;75.87%;105.2%;81.89%;1.4%;0%;0.42%;2.66%;0.96%;91.73%;0%;87.87%;92.4%;96.15%;6.86%;0%;11.72%;4.94%;2.88%;7.64%;0%;8.79%;9.13%;3.85%
2024;15223;Cubará;15;Boyacá;3769;Boyacá (ETC);3128;43.86%;43.86%;27.44%;37.67%;30.39%;18.05%;46.96%;40.38%;54.41%;45.85%;28.98%;4.97%;1.56%;4.34%;7.8%;2.46%;82.85%;0%;79.18%;82.57%;90.98%;12.19%;0%;16.48%;9.63%;6.56%;14.77%;0.78%;19.16%;13.3%;6.56%
2024;15189;Ciénega;15;Boyacá;3769;Boyacá (ETC);952;81.3%;81.3%;31.33%;80.88%;74.36%;63.76%;83.61%;43.37%;88.97%;90.71%;76.51%;1.63%;0%;0%;4.24%;0.88%;96.98%;0%;99.45%;92.93%;98.25%;1.38%;0%;0.55%;2.83%;0.88%;3.52%;0%;2.75%;4.95%;3.51%
2024;15187;Chivatá;15;Boyacá;3769;Boyacá (ETC);615;71.54%;71.54%;31.03%;70.4%;61.26%;34.83%;81.95%;41.38%;85.56%;95.81%;67.42%;2.16%;8.33%;1.7%;1.95%;2%;92.66%;0%;93.19%;90.26%;98%;5.18%;0%;5.11%;7.79%;0%;11.88%;0%;7.66%;22.73%;4%
2024;15185;Chitaraque;15;Boyacá;3769;Boyacá (ETC);1173;70.42%;70.42%;58%;73.41%;65.81%;41.67%;74.34%;70%;77.98%;75.32%;64.44%;5.17%;2.86%;2.3%;10.24%;3.45%;91.5%;0%;96.68%;82.25%;93.97%;3.33%;0%;1.02%;7.51%;2.59%;5.96%;0%;5.34%;9.56%;2.59%
2024;15183;Chita;15;Boyacá;3769;Boyacá (ETC);1927;77.74%;77.74%;65.56%;74.29%;74.02%;56.31%;83.03%;74.83%;81.12%;88.22%;80.91%;2.83%;1.77%;1.07%;4.29%;4.78%;93.44%;0%;97.09%;87.86%;94.35%;3.73%;0%;1.84%;7.86%;0.87%;5.4%;0.88%;4.29%;8.75%;2.61%
2024;15180;Chiscas;15;Boyacá;3769;Boyacá (ETC);710;76.48%;76.48%;59.62%;72.63%;69.51%;59.06%;79.58%;71.15%;80.7%;82.52%;74.8%;1.06%;0%;0.87%;1.49%;1.05%;96.63%;0%;98.7%;94.55%;94.74%;2.3%;0%;0.43%;3.96%;4.21%;2.12%;2.7%;1.74%;3.45%;0%
2024;15176;Chiquinquirá;15;Boyacá;3769;Boyacá (ETC);11769;90.53%;90.42%;67.98%;87.65%;83.93%;62.3%;98.85%;90.32%;97.07%;101.69%;100.51%;1.94%;3.65%;1.24%;2.49%;1.73%;92.14%;0.18%;96.91%;86.98%;90.71%;5.92%;0.18%;1.85%;10.53%;7.55%;6.37%;1.82%;3.85%;10.81%;4.23%
2024;15172;Chinavita;15;Boyacá;3769;Boyacá (ETC);496;79.64%;79.64%;76.92%;65.2%;79.29%;65.48%;85.08%;79.49%;75.98%;94.08%;91.67%;1.9%;0%;0.65%;3.77%;1.3%;93.6%;0%;94.84%;88.68%;98.7%;4.5%;0%;4.52%;7.55%;0%;11.14%;0%;9.03%;17.61%;6.49%
2024;15162;Cerinza;15;Boyacá;3769;Boyacá (ETC);603;77.61%;77.61%;70.73%;69.66%;77.36%;55.17%;82.42%;80.49%;76.92%;91.98%;76.72%;0.6%;0%;0.56%;1.03%;0%;93.36%;0%;98.33%;85.64%;97.75%;6.04%;0%;1.11%;13.33%;2.25%;6.24%;0%;4.44%;11.28%;1.12%
2024;15135;Campohermoso;15;Boyacá;3769;Boyacá (ETC);629;66.61%;66.61%;55.56%;69.52%;60.1%;38.78%;69.16%;64.81%;73.98%;71.63%;53.06%;0.69%;0%;0%;1.34%;1.92%;93.79%;0%;95.48%;90.6%;92.31%;5.52%;0%;4.52%;8.05%;5.77%;3.68%;0%;4.02%;5.37%;0%
2024;15131;Caldas;15;Boyacá;3769;Boyacá (ETC);576;65.97%;65.97%;39.02%;55.17%;64.18%;50%;71.7%;53.66%;61.21%;85.57%;75.49%;2.68%;0%;0%;5.23%;2.7%;92.93%;4.55%;98.59%;86.63%;95.95%;4.39%;4.55%;1.41%;8.14%;1.35%;15.01%;9.09%;7.75%;26.16%;5.19%
2024;15114;Busbanzá;15;Boyacá;3769;Boyacá (ETC);184;65.76%;65.76%;47.62%;62.96%;64.29%;26.92%;71.74%;47.62%;77.78%;82.14%;50%;2.27%;10%;1.59%;0%;7.69%;88.64%;0%;93.65%;80.43%;92.31%;9.09%;0%;4.76%;19.57%;0%;6.06%;0%;1.59%;13.04%;7.69%
2024;15109;Buenavista;15;Boyacá;3769;Boyacá (ETC);821;78.56%;78.56%;77.59%;73.05%;67.24%;68.35%;82.95%;84.48%;81.14%;81.72%;89.21%;2.94%;2.04%;1.48%;4.64%;3.23%;92.36%;0%;95.2%;87.76%;92.74%;4.7%;0%;3.32%;7.59%;4.03%;5.87%;2.04%;6.64%;8.86%;0%
2024;15106;Briceño;15;Boyacá;3769;Boyacá (ETC);416;82.69%;82.69%;51.61%;82.53%;77.55%;48.61%;94.71%;67.74%;92.77%;102.04%;95.83%;0.82%;0%;1.3%;0.76%;0%;93.99%;0%;97.4%;87.88%;96.61%;5.19%;0%;1.3%;11.36%;3.39%;4.1%;0%;4.55%;5.3%;1.69%
2024;15104;Boyacá;15;Boyacá;3769;Boyacá (ETC);998;66.73%;66.73%;42.86%;63.55%;59.48%;62.79%;69.84%;53.25%;68.72%;70.55%;78.49%;2.01%;2.44%;1.43%;2.48%;2.22%;95.84%;0%;96.42%;93.8%;97.78%;2.15%;0%;2.15%;3.72%;0%;3.44%;4.88%;1.79%;6.2%;1.48%
